date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:24:53	52529/52529	---M-Z	200	added ('OK')	text/css	etag:%22cd31-54e13636bd3da-gzip%22	https://medimodo.com/wp-content/themes/kleo/assets/css/plugins.min.css?ver=4.2.3	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo/assets/css/plugins.min9c92.css	(from https://medimodo.com/)
13:24:53	412/412	---M-Z	200	added ('OK')	text/css	etag:%2219c-54831b812c970-gzip%22	https://medimodo.com/wp-content/themes/kleo-child/style.css?ver=4.2.3	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo-child/style9c92.css	(from https://medimodo.com/)
13:24:54	66041/66041	---M-Z	200	added ('OK')	text/css	etag:%22101f9-555e58259ba72-gzip%22	https://medimodo.com/wp-content/plugins/jetpack/css/jetpack.css?ver=5.2.1	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/plugins/jetpack/css/jetpack7752.css	(from https://medimodo.com/)
13:24:54	97184/97184	---M-Z	200	added ('OK')	application/javascript	etag:%2217ba0-54da03a47f8c6-gzip%22	https://medimodo.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-includes/js/jquery/jqueryb8ff.js	(from https://medimodo.com/)
13:24:54	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-54da03a47fcae-gzip%22	https://medimodo.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://medimodo.com/)
13:24:54	7189/7189	---M-Z	200	added ('OK')	application/javascript	etag:%221c15-557fa55844931-gzip%22	https://medimodo.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend.min.js?ver=6.2.2	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend.min3781.js	(from https://medimodo.com/)
13:24:55	15219/15219	---M-Z	200	added ('OK')	application/javascript	etag:%223b73-54e13636bb882-gzip%22	https://medimodo.com/wp-content/themes/kleo/assets/js/modernizr.custom.46504.js?ver=4.2.3	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo/assets/js/modernizr.custom.465049c92.js	(from https://medimodo.com/)
13:24:55	812/812	---M-Z	200	added ('OK')	text/xml	date:Wed,%2030%20Aug%202017%2018:25:01%20GMT	https://medimodo.com/xmlrpc.php?rsd	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/xmlrpc0db0.php	(from https://medimodo.com/)
13:24:56	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-54da03a4875c6-gzip%22	https://medimodo.com/wp-includes/wlwmanifest.xml	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-includes/wlwmanifest.xml	(from https://medimodo.com/)
13:24:56	94898/94898	---M-Z	200	added ('OK')	application/json	date:Wed,%2030%20Aug%202017%2018:25:01%20GMT	https://medimodo.com/wp-json/	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-json/index.html	(from https://medimodo.com/)
13:24:57	2182/2182	---M-Z	200	added ('OK')	application/json	date:Wed,%2030%20Aug%202017%2018:25:02%20GMT	https://medimodo.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmedimodo.com%2F	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-json/oembed/1.0/embed4528.json	(from https://medimodo.com/)
13:24:57	2281/2281	---M-Z	200	added ('OK')	text/xml	date:Wed,%2030%20Aug%202017%2018:25:03%20GMT	https://medimodo.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmedimodo.com%2F&format=xml	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-json/oembed/1.0/embed4a8f	(from https://medimodo.com/)
13:24:58	1434/1434	---M--	200	added ('OK')	image/png	etag:%2219a5f2c6edb34b72%22	https://i1.wp.com/medimodo.com/wp-content/uploads/2017/02/cropped-medimodo-icon-1024-transparent-vertical.png?fit=32%2C32&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i1.wp.com/medimodo.com/wp-content/uploads/2017/02/cropped-medimodo-icon-1024-transparent-verticale43b.png	(from https://medimodo.com/)
13:24:58	3795/3795	---M--	200	added ('OK')	image/png	etag:%22e652d8e717522c9f%22	https://i1.wp.com/medimodo.com/wp-content/uploads/2017/02/cropped-medimodo-icon-1024-transparent-vertical.png?fit=192%2C192&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i1.wp.com/medimodo.com/wp-content/uploads/2017/02/cropped-medimodo-icon-1024-transparent-vertical98d8.png	(from https://medimodo.com/)
13:24:58	3584/3584	---M--	200	added ('OK')	image/png	etag:%22bd40ad28fbf256d1%22	https://i1.wp.com/medimodo.com/wp-content/uploads/2017/02/cropped-medimodo-icon-1024-transparent-vertical.png?fit=180%2C180&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i1.wp.com/medimodo.com/wp-content/uploads/2017/02/cropped-medimodo-icon-1024-transparent-verticalf9b5.png	(from https://medimodo.com/)
13:25:02	13523/13523	---M--	200	added ('OK')	image/png	etag:%22b0d5c9916a952dd8%22	https://i1.wp.com/medimodo.com/wp-content/uploads/2017/02/checklist.png?resize=512%2C512&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i1.wp.com/medimodo.com/wp-content/uploads/2017/02/checklista7a3.png	(from https://medimodo.com/)
13:25:03	18747/18747	---M--	200	added ('OK')	image/png	etag:%22bbc23984e0eec9fc%22	https://i2.wp.com/medimodo.com/wp-content/uploads/2017/02/target.png?resize=512%2C512&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i2.wp.com/medimodo.com/wp-content/uploads/2017/02/targeta7a3.png	(from https://medimodo.com/)
13:25:05	10953/10953	---M--	200	added ('OK')	image/png	etag:%22fb15d87448e2e5e2%22	https://i2.wp.com/medimodo.com/wp-content/uploads/2017/02/doctor-1.png?resize=512%2C512&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i2.wp.com/medimodo.com/wp-content/uploads/2017/02/doctor-1a7a3.png	(from https://medimodo.com/)
13:25:06	9942/9942	---M--	200	added ('OK')	image/png	etag:%223b7c11adab1cb3f0%22	https://i0.wp.com/medimodo.com/wp-content/uploads/2017/02/facebook-logo_fsr9p7.png?fit=672%2C253&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i0.wp.com/medimodo.com/wp-content/uploads/2017/02/facebook-logo_fsr9p72790.png	(from https://medimodo.com/)
13:25:06	4113/4113	---M--	200	added ('OK')	image/png	etag:%22777c647096a5e2d9%22	https://i1.wp.com/medimodo.com/wp-content/uploads/2017/02/rescuetime_ammso0.png?fit=260%2C120&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i1.wp.com/medimodo.com/wp-content/uploads/2017/02/rescuetime_ammso09bcc.png	(from https://medimodo.com/)
13:25:07	5654/5654	---M--	200	added ('OK')	image/png	etag:%22071bbb83937bb685%22	https://i2.wp.com/medimodo.com/wp-content/uploads/2017/02/github_small_mfuesc.png?fit=205%2C79&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i2.wp.com/medimodo.com/wp-content/uploads/2017/02/github_small_mfuescace5.png	(from https://medimodo.com/)
13:25:09	3754/3754	---M--	200	added ('OK')	image/png	etag:%22d97d1eec9431ae00%22	https://i2.wp.com/medimodo.com/wp-content/uploads/2017/02/jawbone-up_tifdcm.png?fit=210%2C119&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i2.wp.com/medimodo.com/wp-content/uploads/2017/02/jawbone-up_tifdcm45e3.png	(from https://medimodo.com/)
13:25:09	8699/8699	---M--	200	added ('OK')	image/png	etag:%2248d1a0f1d3e4257b%22	https://i0.wp.com/medimodo.com/wp-content/uploads/2017/02/withings-logo_hi9xw5.png?fit=598%2C202&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i0.wp.com/medimodo.com/wp-content/uploads/2017/02/withings-logo_hi9xw57355.png	(from https://medimodo.com/)
13:25:12	9038/9038	---M--	200	added ('OK')	image/png	etag:%221f20204bdcb28a48%22	https://i0.wp.com/medimodo.com/wp-content/uploads/2017/02/runkeeper_thzmqa.png?fit=571%2C99&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i0.wp.com/medimodo.com/wp-content/uploads/2017/02/runkeeper_thzmqa73c0.png	(from https://medimodo.com/)
13:25:14	98902/98902	---M--	200	added ('OK')	image/jpeg	etag:%22525ead3891b53763%22	https://i0.wp.com/medimodo.com/wp-content/uploads/2017/02/Bokeh-on-Blue1_girypd.jpg?fit=1680%2C1050&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i0.wp.com/medimodo.com/wp-content/uploads/2017/02/Bokeh-on-Blue1_girypdeff3.jpg	(from https://medimodo.com/)
13:25:14	10958/10958	---M--	200	added ('OK')	image/png	etag:%22fd9c87ba5792365b%22	https://i2.wp.com/medimodo.com/wp-content/uploads/2017/02/fitbit_ww1wat.png?fit=672%2C162&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i2.wp.com/medimodo.com/wp-content/uploads/2017/02/fitbit_ww1watf4ad.png	(from https://medimodo.com/)
13:25:16	6557/6557	---M--	200	added ('OK')	image/png	etag:%22f02bd99d4754c4bc%22	https://i0.wp.com/medimodo.com/wp-content/uploads/2017/02/whatpulse-header-logo-41_mz5q2x.png?fit=353%2C80&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i0.wp.com/medimodo.com/wp-content/uploads/2017/02/whatpulse-header-logo-41_mz5q2xc1ed.png	(from https://medimodo.com/)
13:25:18	5230/5230	---M--	200	added ('OK')	image/png	etag:%2265c9a9478e06f7eb%22	https://i1.wp.com/medimodo.com/wp-content/uploads/2017/02/moodscope_gxwrbu.png?fit=331%2C47&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i1.wp.com/medimodo.com/wp-content/uploads/2017/02/moodscope_gxwrbue237.png	(from https://medimodo.com/)
13:25:18	8896/8896	---M--	200	added ('OK')	image/png	etag:%22cf40830d929d098b%22	https://i2.wp.com/medimodo.com/wp-content/uploads/2015/03/WWO-WeatherLogo_nqu21n.png?fit=267%2C116&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i2.wp.com/medimodo.com/wp-content/uploads/2015/03/WWO-WeatherLogo_nqu21n8b4a.png	(from https://medimodo.com/)
13:25:20	7912/7912	---M--	200	added ('OK')	image/png	etag:%22a441efe3ab30300f%22	https://i2.wp.com/medimodo.com/wp-content/uploads/2017/02/mynetdiary_cvozq5.png?fit=305%2C74&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i2.wp.com/medimodo.com/wp-content/uploads/2017/02/mynetdiary_cvozq5aa93.png	(from https://medimodo.com/)
13:25:20	1102640/1102640	---M-Z	200	added ('OK')	application/javascript	etag:%2259a59833-43b80%22	http://fast.wistia.net/assets/external/E-v1.js	K:/Development/medimodo-info-site/httrack/medimodo/fast.wistia.net/assets/external/E-v1.js	(from https://medimodo.com/)
13:25:21	37194/37194	---M--	200	added ('OK')	image/png	etag:%22d7a8a48f018c180d%22	https://i1.wp.com/medimodo.com/wp-content/uploads/2017/02/sleep-as-android_awu5er.png?fit=672%2C255&ssl=1	K:/Development/medimodo-info-site/httrack/medimodo/i1.wp.com/medimodo.com/wp-content/uploads/2017/02/sleep-as-android_awu5er6244.png	(from https://medimodo.com/)
13:25:21	1378/1378	---M-Z	200	added ('OK')	application/javascript	etag:%22562-555e5825b3944-gzip%22	https://medimodo.com/wp-content/plugins/jetpack/modules/photon/photon.js?ver=20130122	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/plugins/jetpack/modules/photon/photonb3d9.js	(from https://medimodo.com/)
13:25:21	28229/28229	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Aug%202017%2018:25:27%20GMT	https://medimodo.com/terms-of-service/	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/terms-of-service/index.html	(from https://medimodo.com/)
13:25:21	13908/13908	---M-Z	200	added ('OK')	application/javascript	etag:%223654-557fa551e62b4-gzip%22	https://medimodo.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.9	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/plugins/contact-form-7/includes/js/scripts33a6.js	(from https://medimodo.com/)
13:25:22	10411/10411	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225841a56f-52b6%22	https://s0.wp.com/wp-content/js/devicepx-jetpack.js?ver=201735	K:/Development/medimodo-info-site/httrack/medimodo/s0.wp.com/wp-content/js/devicepx-jetpack7023.js	(from https://medimodo.com/)
13:25:23	28189/28189	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Aug%202017%2018:25:27%20GMT	https://medimodo.com/privacy-policy/	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/privacy-policy/index.html	(from https://medimodo.com/)
13:25:23	20650/20650	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2255faca7a-50aa%22	https://secure.gravatar.com/js/gprofiles.js?ver=2017Augaa	K:/Development/medimodo-info-site/httrack/medimodo/secure.gravatar.com/js/gprofiles7633.js	(from https://medimodo.com/)
13:25:24	8044/8044	---M-Z	200	added ('OK')	application/javascript	etag:%221f6c-557fa5786b377-gzip%22	https://medimodo.com/wp-content/plugins/js_composer/assets/lib/waypoints/waypoints.min.js?ver=5.2.1	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/plugins/js_composer/assets/lib/waypoints/waypoints.min7752.js	(from https://medimodo.com/)
13:25:25	20590/20590	---M-Z	200	added ('OK')	application/javascript	etag:%22506e-54e13636bacca-gzip%22	https://medimodo.com/wp-content/themes/kleo/assets/js/plugins/magnific-popup/magnific.min.js?ver=4.2.3	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo/assets/js/plugins/magnific-popup/magnific.min9c92.js	(from https://medimodo.com/)
13:25:26	37541/37541	---M-Z	200	added ('OK')	application/javascript	etag:%2292a5-54e13636bb0b2-gzip%22	https://medimodo.com/wp-content/themes/kleo/assets/js/plugins/carouFredSel/jquery.carouFredSel-6.2.0-packed.js?ver=4.2.3	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo/assets/js/plugins/carouFredSel/jquery.carouFredSel-6.2.0-packed9c92.js	(from https://medimodo.com/)
13:25:26	11978/11978	---M-Z	200	added ('OK')	application/javascript	etag:%222eca-54e13636bb0b2-gzip%22	https://medimodo.com/wp-content/themes/kleo/assets/js/plugins/carouFredSel/helper-plugins/jquery.touchSwipe.min.js?ver=4.2.3	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo/assets/js/plugins/carouFredSel/helper-plugins/jquery.touchSwipe.min9c92.js	(from https://medimodo.com/)
13:25:27	82625/82625	---M-Z	200	added ('OK')	application/javascript	etag:%22142c1-54da03a47f0f6-gzip%22	https://medimodo.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=2.22.0	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-includes/js/mediaelement/mediaelement-and-player.min51cd.js	(from https://medimodo.com/)
13:25:27	70534/70534	---M-Z	200	added ('OK')	application/javascript	etag:%2211386-54e13636bb49a-gzip%22	https://medimodo.com/wp-content/themes/kleo/assets/js/app.min.js?ver=4.2.3	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo/assets/js/app.min9c92.js	(from https://medimodo.com/)
13:25:28	1398/1398	---M-Z	200	added ('OK')	application/javascript	etag:%22576-54da03a47d985-gzip%22	https://medimodo.com/wp-includes/js/wp-embed.min.js?ver=4.8.1	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-includes/js/wp-embed.mina288.js	(from https://medimodo.com/)
13:25:28	10197/10197	---M-Z	200	added ('OK')	application/javascript	etag:%2227d5-555e582592601-gzip%22	https://medimodo.com/wp-content/plugins/jetpack/_inc/spin.js?ver=1.3	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/plugins/jetpack/_inc/spin4e44.js	(from https://medimodo.com/)
13:25:28	3330/3330	---M-Z	200	added ('OK')	application/javascript	etag:%22d02-555e582592601-gzip%22	https://medimodo.com/wp-content/plugins/jetpack/_inc/jquery.spin.js?ver=1.3	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/plugins/jetpack/_inc/jquery.spin4e44.js	(from https://medimodo.com/)
13:25:28	53446/53446	---M-Z	200	added ('OK')	application/javascript	etag:%22d0c6-555e5825ab85b-gzip%22	https://medimodo.com/wp-content/plugins/jetpack/modules/carousel/jetpack-carousel.js?ver=20170209	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/plugins/jetpack/modules/carousel/jetpack-carousela4d5.js	(from https://medimodo.com/)
13:25:29	19781/19781	---M-Z	200	added ('OK')	application/javascript	etag:%224d45-557fa5785b975-gzip%22	https://medimodo.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.2.1	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min7752.js	(from https://medimodo.com/)
13:25:29	23364/23364	---M-Z	200	added ('OK')	application/javascript	etag:%225b44-54e13636bb49a-gzip%22	https://medimodo.com/wp-content/themes/kleo/assets/js/plugins/particles.min.js?ver=4.2.3	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo/assets/js/plugins/particles.min9c92.js	(from https://medimodo.com/)
13:25:30	3805/3805	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22572909a0-16a6%22	https://stats.wp.com/e-201735.js	K:/Development/medimodo-info-site/httrack/medimodo/stats.wp.com/e-201735.js	(from https://medimodo.com/)
13:25:30	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-557fa551e4374%22	https://medimodo.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://medimodo.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.9)
13:25:31	28254/28254	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Aug%202017%2018:25:37%20GMT	https://medimodo.com/wp-content/themes/kleo/assets/your-image-path/img-name@2x.png	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo/assets/your-image-path/img-name@2x.png	(from https://medimodo.com/wp-content/themes/kleo/assets/css/app.min.css?ver=4.2.3)
13:25:33	108860/108860	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221a93c-54831b812d910%22	https://medimodo.com/wp-content/themes/kleo-child/assets/font/fontello.eot?4451561	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo-child/assets/font/fontello1374.eot	(from https://medimodo.com/wp-content/themes/kleo-child/assets/css/fontello.css?ver=4.2.3)
13:25:33	65384/65384	---M--	200	added ('OK')	application/x-font-woff	etag:%22ff68-54831b812cd58%22	https://medimodo.com/wp-content/themes/kleo-child/assets/font/fontello.woff?4451561	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo-child/assets/font/fontello1374.woff	(from https://medimodo.com/wp-content/themes/kleo-child/assets/css/fontello.css?ver=4.2.3)
13:25:34	108692/108692	---M--	200	added ('OK')	application/x-font-ttf	etag:%221a894-54831b812cd58%22	https://medimodo.com/wp-content/themes/kleo-child/assets/font/fontello.ttf?4451561	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo-child/assets/font/fontello1374.ttf	(from https://medimodo.com/wp-content/themes/kleo-child/assets/css/fontello.css?ver=4.2.3)
13:25:34	225118/225118	---MCZ	200	added ('OK')	image/svg+xml	etag:%2236f5e-54831b812d528-gzip%22	https://medimodo.com/wp-content/themes/kleo-child/assets/font/fontello.svg?4451561	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-content/themes/kleo-child/assets/font/fontello1374.svg	(from https://medimodo.com/wp-content/themes/kleo-child/assets/css/fontello.css?ver=4.2.3)
13:25:34	1029/1029	---M-Z	200	added ('OK')	image/svg+xml	etag:%22405-54da03a47f4de-gzip%22	https://medimodo.com/wp-includes/js/mediaelement/bigplay.svg	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-includes/js/mediaelement/bigplay.svg	(from https://medimodo.com/wp-includes/js/mediaelement/mediaelementplayer.min.css?ver=2.22.0)
13:25:34	3001/3001	---M--	200	added ('OK')	image/png	etag:%22bb9-54da03a47f4de%22	https://medimodo.com/wp-includes/js/mediaelement/bigplay.png	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-includes/js/mediaelement/bigplay.png	(from https://medimodo.com/wp-includes/js/mediaelement/mediaelementplayer.min.css?ver=2.22.0)
13:25:34	166/166	---M--	200	added ('OK')	image/png	etag:%22a6-54da03a47f0f6%22	https://medimodo.com/wp-includes/js/mediaelement/background.png	K:/Development/medimodo-info-site/httrack/medimodo/medimodo.com/wp-includes/js/mediaelement/background.png	(from https://medimodo.com/wp-includes/js/mediaelement/mediaelementplayer.min.css?ver=2.22.0)
